employee_id,missing_skill,recommended_course,recommended_certification,recommended_project,recommendation_type,priority
325961,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
325961,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
325975,Network Security,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
325975,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326079,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326079,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326079,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326256,Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326256,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326256,Risk Assessment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326266,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326266,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326270,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326270,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326517,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
326517,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
326517,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
326562,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326562,Statistical Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326824,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326885,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
326885,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
326916,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327094,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327109,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327109,Communication,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327109,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327111,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327132,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327292,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
327292,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
327633,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327633,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
327641,Employee Relations,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327641,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327774,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327774,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
327931,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328148,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328148,Strategic Pitching,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328197,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328589,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328602,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
328735,Valuation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329092,Network Security,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329252,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329274,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329309,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329309,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329309,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329541,Communication,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329541,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329541,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
329786,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330044,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330405,Ats,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330405,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330405,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330511,Communication,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330511,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330511,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330766,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
330944,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330944,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
330944,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331070,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331236,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331236,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331293,Hr Policies,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331293,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331329,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
331329,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
331329,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
331366,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331689,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331689,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
331709,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331817,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331817,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331821,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331851,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331877,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
331999,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
331999,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
332292,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
332292,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
332355,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
333080,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333098,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
333120,Interviewing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333120,Salary Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333194,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333263,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333263,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333437,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
333437,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
334087,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
334126,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
334126,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
334951,Employment Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
334951,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
335076,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
335076,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
335208,Ats,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
335290,Kubernetes,Cloud Native Orchestration & Microservices,Certified Kubernetes Administrator (CKA),Deploy Zero-Downtime Multi-Cluster Deployment,Cloud Certification,Low
335290,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
335553,Docker,Enterprise Containerization with Docker & Kubernetes,Docker Certified Associate (DCA),Containerize Core Microservices and Implement Docker Compose,DevOps Hands-on,Low
335553,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
335553,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
336270,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336301,Content Optimization,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336606,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336865,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336895,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336947,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
336947,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337244,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337244,Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337428,Incident Response,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337428,Penetration Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337428,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337492,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337492,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337519,Conflict Resolution,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337519,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337652,Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337652,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337917,Campaign Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337917,Digital Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
337917,Google Analytics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
338202,Technical Sourcing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
338231,Ci/Cd,Continuous Integration & Continuous Deployment with GitHub Actions,DevOps Institute CI/CD Foundation,Architect End-to-End Automated Testing & Deployment Pipeline,DevOps Hands-on,Low
338231,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
338231,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
338324,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
338324,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339073,Financial Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339073,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339073,Risk Assessment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339123,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339123,Market Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339123,Partnership Development,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339127,Employment Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339439,Digital Marketing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339528,Ci/Cd,Continuous Integration & Continuous Deployment with GitHub Actions,DevOps Institute CI/CD Foundation,Architect End-to-End Automated Testing & Deployment Pipeline,DevOps Hands-on,Low
339528,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339624,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339624,Labor Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339653,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339653,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339653,User Research,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339655,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339655,Information Architecture,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339677,Employment Law,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339677,Mediation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
339906,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
340028,Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
340028,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
340172,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
340172,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
340413,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
340413,Kubernetes,Cloud Native Orchestration & Microservices,Certified Kubernetes Administrator (CKA),Deploy Zero-Downtime Multi-Cluster Deployment,Cloud Certification,Low
340579,Employer Branding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
340732,Content Optimization,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
340732,Html / Css Basics,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
341103,Technical Sourcing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
341217,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
341374,Financial Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
341374,Internal Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
341915,Financial Modeling,Advanced Corporate Financial Modeling & Valuation,FMVA (Financial Modeling & Valuation Analyst),Construct 3-Statement Forecasting and Scenario Model,Finance Masterclass,Low
341915,Forecasting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
341915,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342115,Docker,Enterprise Containerization with Docker & Kubernetes,Docker Certified Associate (DCA),Containerize Core Microservices and Implement Docker Compose,DevOps Hands-on,Low
342115,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342334,Power Bi,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342453,Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342453,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342610,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
342610,Kubernetes,Cloud Native Orchestration & Microservices,Certified Kubernetes Administrator (CKA),Deploy Zero-Downtime Multi-Cluster Deployment,Cloud Certification,Low
343042,Content Auditing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343070,Account Planning,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343070,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343205,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343258,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343258,Siem,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343615,Technical Sourcing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343759,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343759,Contract Closing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343759,Lead Generation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
343833,Docker,Enterprise Containerization with Docker & Kubernetes,Docker Certified Associate (DCA),Containerize Core Microservices and Implement Docker Compose,DevOps Hands-on,Low
343833,Kubernetes,Cloud Native Orchestration & Microservices,Certified Kubernetes Administrator (CKA),Deploy Zero-Downtime Multi-Cluster Deployment,Cloud Certification,Low
343833,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
344341,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344341,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344341,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344541,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
344541,Statistical Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344629,On-Page Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344633,Financial Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344633,Tax Compliance,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344684,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
344684,Tableau,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344708,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
344708,Valuation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344955,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344955,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
344955,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
345179,Pipeline Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
345269,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
345340,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
345843,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
345843,Crm,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
346443,Data Structures,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
346443,Java,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
346485,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
346594,Backlink Strategy,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
346676,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
346681,Cryptography,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
346681,Network Security,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
347839,Excel,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Medium
347839,Financial Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
347839,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
347937,Investigation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
